t,T ,h,s
1125,1398.16,1513,
1126,1399.16,1514.2,
1127,1400.16,1515.4,
1128,1401.16,1516.6,
1129,1402.16,1517.8,
1130,1403.16,1519,
1131,1404.16,1520.2,
1132,1405.16,1521.4,
1133,1406.16,1522.6,
1134,1407.16,1523.8,
1135,1408.16,1525,
1136,1409.16,1526.2,
1137,1410.16,1527.4,
1138,1411.16,1528.6,
1139,1412.16,1529.8,
1140,1413.16,1531,
1141,1414.16,1532.2,
1142,1415.16,1533.4,
1143,1416.16,1534.6,
1144,1417.16,1535.8,
1145,1418.16,1537,
1146,1419.16,1538.2,
1147,1420.16,1539.4,
1148,1421.16,1540.6,
1149,1422.16,1541.8,
1150,1423.16,1543,
1151,1424.16,1544.2,
1152,1425.16,14545.4,
1153,1426.16,1546.6,
1154,1427.16,1547.8,
1155,1428.16,1549,
1156,1429.16,1550.2,
1157,1430.16,1551.4,
1158,1431.16,1552.6,
1159,1432.16,1553.8,
1160,1433.16,1555,
1161,1434.16,1556.2,
1162,1435.16,1557.4,
1163,1436.16,1558.6,
1164,1437.16,1559.9,
1165,1438.16,1561.1,
1166,1439.16,1562.2,
1167,1440.16,1563.5,
1168,1441.16,1564.7,
1169,1442.16,1565.9,
1170,1443.16,1567.1,
1171,1444.16,1568.3,
1172,1445.16,1569.5,
1173,1446.16,1570.7,
1174,1447.16,1571.9,
1175,1448.16,1573.1,
1176,1449.16,1574.3,
1177,1450.16,1575.5,
1178,1451.16,1576.7,
1179,1452.16,1577.9,
1180,1453.16,1579.1,
1181,1454.16,1580.3,
1182,1455.16,1581.6,
1183,1456.16,1582.8,
1184,1457.16,1584,
1185,1458.16,1585.2,
1186,1459.16,1586.4,
1187,1460.16,1587.6,
1188,1461.16,1588.8,
1189,1462.16,1590,
1190,1463.16,1591.2,
1191,1464.16,1592.4,
1192,1465.16,1593.6,
1193,1466.16,1594.8,
1194,1467.16,1596,
1195,1468.16,1597.2,
1196,1469.16,1598.4,
1197,1470.16,1599.6,
1198,1471.16,1600.9,
1199,1472.16,1602.1,
1200,1473.16,1603.3,
1201,1474.16,1604.5,
1202,1475.16,1605.7,
1203,1476.16,1606.9,
1204,1477.16,1608.1,
1205,1478.16,1609.3,
1206,1479.16,1610.5,
1207,1480.16,1611.7,
1208,1481.16,1612.9,
1209,1482.16,1614.2,
1210,1483.16,1615.4,
1211,1484.16,1616.6,
1212,1485.16,1617.8,
1213,1486.16,1619,
1214,1487.16,1620.2,
1215,1488.16,1621.4,
1216,1489.16,1622.6,
1217,1490.16,1623.8,
1218,1491.16,1625,
1219,1492.16,1626.3,
1220,1493.16,1627.5,
1221,1494.16,1628.7,
1222,1495.16,1629.9,
1223,1496.16,1631.1,
1224,1497.16,1632.3,
1225,1498.16,1633.5,
1226,1499.16,1624.7,
1227,1500.16,1635.9,
1228,1501.16,1637.1,
1229,1502.16,1638.4,
1230,1503.16,1639.6,
1231,1504.16,1640.8,
1232,1505.16,1642,
1233,1506.16,1643.2,
1234,1507.16,1644.4,
1235,1508.16,1645.6,
1236,1509.16,1646.8,
1237,1510.16,1648,
1238,1511.16,1649.3,
1239,1512.16,1650.5,
1240,1513.16,1651.7,
1241,1514.16,1652.9,
1242,1515.16,1654.1,
1243,1516.16,1655.3,
1244,1517.16,1656.5,
1245,1518.16,1657.7,
1246,1519.16,1658.9,
1247,1520.16,1660.2,
1248,1521.16,1661.4,
1249,1522.16,1662.6,
1250,1523.16,1663.8,
1251,1524.16,1665,
1252,1525.16,1666.2,
1253,1526.16,1667.4,
1254,1527.16,1668.6,
1255,1528.16,1669.9,
1256,1529.16,1671.1,
1257,1530.16,1672.3,
1258,1531.16,1673.5,
1259,1532.16,1674.7,
1260,1533.16,1675.9,
1261,1534.16,1677.1,
1262,1535.16,1678.4,
1263,1536.16,1679.6,
1264,1537.16,1680.8,
1265,1538.16,1682,
1266,1539.16,1683.2,
1267,1540.16,1684.4,
1268,1541.16,1685.6,
1269,1542.16,1686.9,
1270,1543.16,1688.1,
1271,1544.16,1689.3,
1272,1545.16,1690.5,
1273,1546.16,1691.7,
1274,1547.16,1692.9,
1275,1548.16,1694.1,
1276,1549.16,1695.4,
1277,1550.16,1696.6,
1278,1551.16,1697.8,
1279,1552.16,1699,
1280,1553.16,1700.2,
1281,1554.16,1701.4,
1282,1555.16,1702.7,
1283,1556.16,1703.9,
1284,1557.16,1705.1,
1285,1558.16,1706.3,
1286,1559.16,1707.5,
1287,1560.16,1708.7,
1288,1561.16,1710,
1289,1562.16,1711.2,
1290,1563.16,1712.4,
1291,1564.16,1713.3,
1292,1565.16,1714.8,
1293,1566.16,1716.1,
1294,1567.16,1717.3,
1295,1568.16,1718.5,
1296,1569.16,1719.7,
1297,1570.16,1720.9,
1298,1571.16,1722.1,
1299,1572.16,1723.4,
1300,1573.16,1724.6,
1301,1574.16,1725.8,
1302,1575.16,1727,
1303,1576.16,1728.2,
1304,1577.16,1729.5,
1305,1578.16,1730.7,
1306,1579.16,1731.9,
1307,1580.16,1733.1,
1308,1581.16,1734.3,
1309,1582.16,1735.6,
1310,1583.16,1736.8,
1311,1584.16,1738,
1312,1585.16,1739.2,
1313,1586.16,1740.4,
1314,1587.16,1741.6,
1315,1588.16,1742.9,
1316,1589.16,1744.1,
1317,1590.16,1745.3,
1318,1591.16,1746.5,
1319,1592.16,1747.7,
1320,1593.16,1749,
1321,1594.16,1750.2,
1322,1595.16,1751.4,
1323,1596.16,1752.6,
1324,1597.16,1753.8,
1325,1598.16,1755.1,
1326,1599.16,1756.3,
1327,1600.16,1757.5,
1328,1601.16,1758.7,
1329,1602.16,1759.9,
1330,1603.16,1761.2,
1331,1604.16,1762.4,
1332,1605.16,1763.6,
1333,1606.16,1764.8,
1334,1607.16,1766,
1335,1608.16,1767.3,
1336,1609.16,1768.5,
1337,1610.16,1769.7,
1338,1611.16,1770.9,
1339,1612.16,1772.1,
1340,1613.16,1773.4,
1341,1614.16,1774.6,
1342,1615.16,1775.8,
1343,1616.16,1777,
1344,1617.16,1778.3,
1345,1618.16,1779.5,
1346,1619.16,1780.7,
1347,1620.16,1781.9,
1348,1621.16,1783.1,
1349,1622.16,1784.4,
1350,1623.16,1785.6,
1351,1624.16,1786.8,
1352,1625.16,1788,
1353,1626.16,1789.2,
1354,1627.16,1790.5,
1355,1628.16,1791.7,
1356,1629.16,1792.9,
1357,1630.16,1794.1,
1358,1631.16,1795.4,
1359,1632.16,1796.6,
1360,1633.16,1797.8,
1361,1634.16,1799,
1362,1635.16,1800.3,
1363,1636.16,1801.5,
1364,1637.16,1802.7,
1365,1638.16,1803.9,
1366,1639.16,1805.2,
1367,1640.16,1806.4,
1368,1641.16,1807.6,
1369,1642.16,1808.8,
1370,1643.16,1810.1,
1371,1644.16,1811.3,
1372,1645.16,1812.5,
1373,1646.16,1813.7,
1374,1647.16,1814.9,
1375,1648.16,1816.2,
1376,1649.16,1817.4,
1377,1650.16,1818.7,
1378,1651.16,1820,
1379,1652.16,1821.2,
1380,1653.16,1822.5,
1381,1654.16,1823.8,
1382,1655.16,1825,
1383,1656.16,1826.3,
1384,1657.16,1827.6,
1385,1658.16,1828.8,
1386,1659.16,1830.1,
1387,1660.16,1831.4,
1388,1661.16,1832.6,
1389,1662.16,1833.9,
1390,1663.16,1835.1,
1391,1664.16,1836.4,
1392,1665.16,1837.7,
1393,1666.16,1838.9,
1394,1667.16,1840.5,
1395,1668.16,1841.5,
1396,1669.16,1842.7,
1397,1670.16,1844,
1398,1671.16,1845.3,
1399,1672.16,1846.5,
1400,1673.16,1847.8,
1401,1674.16,1849,
1402,1675.16,1850.2,
1403,1676.16,1851.4,
1404,1677.16,1852.6,
1405,1678.16,1853.7,
1406,1679.16,1854.9,
1407,1680.16,1856.1,
1408,1681.16,1857.3,
1409,1682.16,1858.5,
1410,1683.16,1859.7,
1411,1684.16,1860.9,
1412,1685.16,1862.1,
1413,1686.16,1863.2,
1414,1687.16,1864.4,
1415,1688.16,1865.6,
1416,1689.16,1866.8,
1417,1690.16,1868,
1418,1691.16,1869.2,
1419,1692.16,1870.4,
1420,1693.16,1871.6,
1421,1694.16,1872.8,
1422,1695.16,1873.9,
1423,1696.16,1875.1,
1424,1697.16,1876.3,
1425,1698.16,1877.5,
1426,1699.16,1878.7,
1427,1700.16,1880,
1428,1701.16,1881.2,
1429,1702.16,1882.4,
1430,1703.16,1883.7,
1431,1704.16,1884.9,
1432,1705.16,1886.1,
1433,1706.16,1887.4,
1434,1707.16,1888.6,
1435,1708.16,1889.8,
1436,1709.16,1891,
1437,1710.16,1892.3,
1438,1711.16,1893.5,
1439,1712.16,1894.7,
1440,1713.16,1896,
1441,1714.16,1897.2,
1442,1715.16,1898.4,
1443,1716.16,1899.6,
1444,1717.16,1900.9,
1445,1718.16,1902.1,
1446,1719.16,1903.3,
1447,1720.16,1904.6,
1448,1721.16,1905.8,
1449,1722.16,1907,
1450,1723.16,1908.3,
1451,1724.16,1909.5,
1452,1725.16,1910.7,
1453,1726.16,1911.9,
1454,1727.16,1913.2,
1455,1728.16,1914.4,
1456,1729.16,1915.6,
1457,1730.16,1916.9,
1458,1731.16,1918.1,
1459,1732.16,1919.3,
1460,1733.16,1920.6,
1461,1734.16,1921.8,
1462,1735.16,1923,
1463,1736.16,1924.3,
1464,1737.16,1925.2,
1465,1738.16,1926.7,
1466,1739.16,1928,
1467,1740.16,1929.2,
1468,1741.16,1930.1,
1469,1742.16,1931.7,
1470,1743.16,1932.9,
1471,1744.16,1934.1,
1472,1745.16,1935.4,
1473,1746.16,1936.6,
1474,1747.16,1937.8,
1475,1748.16,1939.1,
1476,1749.16,1940.3,
1477,1750.16,1941.5,
1478,1751.16,1942.8,
1479,1752.16,1944,
1480,1753.16,1945.2,
1481,1754.16,1946.5,
1482,1755.16,1947.7,
1483,1756.16,1948.9,
1484,1757.16,1950.2,
1485,1758.16,1951.4,
1486,1759.16,1952.6,
1487,1760.16,1953.9,
1488,1761.16,1955.1,
1489,1762.16,1656.3,
1490,1763.16,1657.6,
1491,1764.16,1658.8,
1492,1765.16,1960,
1493,1766.16,1961.3,
1494,1767.16,1962.5,
1495,1768.16,1963.7,
